action,action_index,approval_required,audit_id,case_id,deterministic_eligible,evidence_refs,item_type,predicted_family,rationale,retrieval_query,route,sources,checker_a_label,checker_a_reason,checker_b_label,checker_b_reason,strict_refined_decision,strict_refined_reason
RATE_LIMIT,1,True,EG-O-0182,ieee-access-0078,True,"['RFC8576-0026', 'RFC8576-0044', 'RFC8576-0020']",original,DDoS,Throttle the high-rate UDP pattern to reduce probable flood impact while preserving some observability.,distributed denial of service flooding resource exhaustion availability filtering network traffic rate limiting traffic filtering denial of service resource exhaustion IoT predicted family DDoS proposed action RATE_LIMIT observed protocols UDP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing,plan,RFC8576.txt; RFC8576.txt; RFC8576.txt,generally_supported,"RFC 8576 supports resource-exhaustion DoS resistance and cookie-based delay mechanisms, which aligns with rate limiting, but not the specific UDP flood framing.",generally_supported,"RFC 8576 discusses DoS/resource exhaustion and countermeasures generally, which supports mitigating high-rate abusive traffic. It does not specifically support throttling a UDP pattern via rate limiting.",remove,General evidence is insufficient for a disruptive action without human approval.
CAPTURE_TRAFFIC,2,False,EG-O-0183,ieee-access-0078,True,"['RFC8576-0026', 'RFC8576-0067', 'RFC8576-0019']",original,DDoS,Collect packet evidence to confirm flood characteristics and support downstream analysis.,distributed denial of service flooding resource exhaustion availability filtering network traffic collect network traffic evidence incident analysis monitoring IoT predicted family DDoS proposed action CAPTURE_TRAFFIC observed protocols UDP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing,plan,RFC8576.txt; RFC8576.txt; RFC8576.txt,unsupported,The excerpts do not support collecting packet evidence for flood confirmation.,unsupported,The excerpts do not mention traffic capture or evidence collection; they concern routing and privacy/traffic-analysis issues.,remove,The independent checker found no useful support for the action.
NOTIFY_OPERATOR,3,False,EG-O-0184,ieee-access-0078,True,"['RFC8576-0026', 'NIST.SP.800-61r3-0062', 'RFC8576-0041']",original,DDoS,High-confidence mitigation should be surfaced to an operator because identity is not validated and impact may be service-wide.,distributed denial of service flooding resource exhaustion availability filtering network traffic incident notification response escalation operator IoT predicted family DDoS proposed action NOTIFY_OPERATOR observed protocols UDP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing,plan,RFC8576.txt; NIST.SP.800-61r3.pdf; RFC8576.txt,generally_supported,"The NIST excerpt supports automatic reporting and incident coordination, which is compatible with notifying an operator, but not the specific high-confidence, service-wide impact rationale.",generally_supported,"NIST SP 800-61r3 generally supports incident reporting and coordination, which broadly supports notifying an operator. It does not specifically support the stated rationale about unvalidated identity or service-wide impact.",keep,General support is sufficient for this non-disruptive action.
RATE_LIMIT,1,True,EG-O-0185,ieee-access-0079,True,"['RFC8576-0026', 'RFC8576-0044', 'RFC8576-0020']",original,DDoS,"Reduce resource-exhaustion pressure from the observed bursty, high-rate traffic while preserving limited connectivity.",distributed denial of service flooding resource exhaustion availability filtering network traffic rate limiting traffic filtering denial of service resource exhaustion IoT predicted family DDoS proposed action RATE_LIMIT observed protocols UDP ARP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing,plan,RFC8576.txt; RFC8576.txt; RFC8576.txt,generally_supported,"RFC 8576 discusses DoS resistance and resource-exhaustion attacks, supporting the objective of reducing pressure via throttling, but not the exact action wording.",generally_supported,"RFC 8576 identifies DoS/resource-exhaustion threats and discusses countermeasures, which generally supports reducing traffic pressure. The excerpts do not specifically justify rate limiting as the concrete mechanism.",remove,General evidence is insufficient for a disruptive action without human approval.
CAPTURE_TRAFFIC,2,False,EG-O-0186,ieee-access-0079,True,"['RFC8576-0026', 'RFC8576-0067', 'RFC8576-0019']",original,DDoS,"Collect evidence to confirm whether the traffic is attack-driven and to support downstream analysis, since device identity is not validated.",distributed denial of service flooding resource exhaustion availability filtering network traffic collect network traffic evidence incident analysis monitoring IoT predicted family DDoS proposed action CAPTURE_TRAFFIC observed protocols UDP ARP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing,plan,RFC8576.txt; RFC8576.txt; RFC8576.txt,unsupported,The cited evidence does not support capturing traffic to determine whether it is attack-driven.,unsupported,The cited excerpts do not support traffic capture for attack confirmation or downstream analysis; they instead discuss routing and privacy risks from observed traffic.,remove,The independent checker found no useful support for the action.
NOTIFY_OPERATOR,3,False,EG-O-0187,ieee-access-0079,True,"['RFC8576-0026', 'NIST.SP.800-61r3-0062', 'RFC8576-0041']",original,DDoS,Human review is warranted because this is a high-confidence mitigation intent without device-level attribution or execution capability.,distributed denial of service flooding resource exhaustion availability filtering network traffic incident notification response escalation operator IoT predicted family DDoS proposed action NOTIFY_OPERATOR observed protocols UDP ARP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing,plan,RFC8576.txt; NIST.SP.800-61r3.pdf; RFC8576.txt,generally_supported,"Incident-response guidance supports operator notification and incident coordination, but not the specific rationale about high-confidence mitigation without device attribution.",generally_supported,NIST guidance that confirmed incidents should be automatically reported generally supports notifying an operator as part of incident handling. It does not specifically support notification because mitigation is intent-only or execution capability is absent.,keep,General support is sufficient for this non-disruptive action.
RATE_LIMIT,1,True,EG-O-0188,ieee-access-0080,True,"['RFC8576-0026', 'RFC8576-0044', 'RFC8576-0020']",original,DDoS,Applied the predefined bounded policy default.,distributed denial of service flooding resource exhaustion availability filtering network traffic rate limiting traffic filtering denial of service resource exhaustion IoT predicted family DDoS proposed action RATE_LIMIT observed protocols UDP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing,plan,RFC8576.txt; RFC8576.txt; RFC8576.txt,unsupported,The excerpts do not support a generic rate-limit default.,generally_supported,"RFC 8576 discusses DoS/resource-exhaustion threats and countermeasures, which generally supports bounded mitigations to reduce pressure. It does not explicitly support rate limiting as the specific predefined default.",remove,The independent checker found no useful support for the action.
CAPTURE_TRAFFIC,2,False,EG-O-0189,ieee-access-0080,True,"['RFC8576-0026', 'RFC8576-0067', 'RFC8576-0019']",original,DDoS,Applied the predefined bounded policy default.,distributed denial of service flooding resource exhaustion availability filtering network traffic collect network traffic evidence incident analysis monitoring IoT predicted family DDoS proposed action CAPTURE_TRAFFIC observed protocols UDP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing,plan,RFC8576.txt; RFC8576.txt; RFC8576.txt,unsupported,The cited evidence does not support capturing traffic as a default action.,unsupported,The excerpts do not support CAPTURE_TRAFFIC. Privacy text about observing packets and traffic analysis does not justify collecting traffic as incident evidence.,remove,The independent checker found no useful support for the action.
NOTIFY_OPERATOR,3,False,EG-O-0190,ieee-access-0080,True,"['RFC8576-0026', 'NIST.SP.800-61r3-0062', 'RFC8576-0041']",original,DDoS,Applied the predefined bounded policy default.,distributed denial of service flooding resource exhaustion availability filtering network traffic incident notification response escalation operator IoT predicted family DDoS proposed action NOTIFY_OPERATOR observed protocols UDP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing,plan,RFC8576.txt; NIST.SP.800-61r3.pdf; RFC8576.txt,generally_supported,"NIST guidance supports reporting confirmed incidents and coordinating response, which is consistent with notifying an operator, but not the exact default rationale.",generally_supported,"NIST SP 800-61r3 generally supports reporting confirmed incidents and coordinating response, which broadly supports notifying an operator. It does not specifically justify this predefined default rationale.",keep,General support is sufficient for this non-disruptive action.
CAPTURE_TRAFFIC,1,False,EG-O-0191,ieee-access-0081,True,"['NIST.IR.8259A-0018', 'NIST.SP.800-213A-0129', 'RFC8520-0031']",original,Mirai,Collect additional evidence before a disruptive decision.,botnet compromised malware malicious code logically disable network interfaces restrict access authorized communication collect network traffic evidence incident analysis monitoring IoT predicted family Mirai proposed action CAPTURE_TRAFFIC observed protocols TCP UDP DNS ARP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,escalate,NIST.IR.8259A.pdf; NIST.SP.800-213A.pdf; RFC8520.txt,unsupported,"The excerpts discuss access control, malicious code protection, and dropping TCP packets from-device unless first initiated, but they do not support capturing traffic as the recommended action.",unsupported,"The excerpts discuss restricting interfaces, malware-protection education, and TCP connection-direction filtering. None support capturing traffic or collecting packet evidence before a decision.",remove,The independent checker found no useful support for the action.
NOTIFY_OPERATOR,2,False,EG-O-0192,ieee-access-0081,True,"['NIST.IR.8259A-0018', 'NIST.SP.800-213A-0129', 'RFC8520-0031']",original,Mirai,Detector confidence is below the validated threshold.,botnet compromised malware malicious code logically disable network interfaces restrict access authorized communication incident notification response escalation operator IoT predicted family Mirai proposed action NOTIFY_OPERATOR observed protocols TCP UDP DNS ARP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,escalate,NIST.IR.8259A.pdf; NIST.SP.800-213A.pdf; RFC8520.txt,unsupported,"The evidence discusses malicious code protection education and response options, not notifying an operator because detector confidence is below threshold.",generally_supported,"SP 800-213A mentions providing options and recommended responses to malicious code identification, which generally supports operator involvement, but none of the excerpts explicitly support notifying an operator due to low detector confidence.",remove,The independent checker found no useful support for the action.
CAPTURE_TRAFFIC,1,False,EG-O-0193,ieee-access-0082,True,"['NIST.IR.8259A-0018', 'NIST.SP.800-213A-0129', 'RFC8520-0031']",original,Mirai,Collect additional evidence before a disruptive decision.,botnet compromised malware malicious code logically disable network interfaces restrict access authorized communication collect network traffic evidence incident analysis monitoring IoT predicted family Mirai proposed action CAPTURE_TRAFFIC observed protocols TCP UDP ICMP HTTPS DNS ARP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,escalate,NIST.IR.8259A.pdf; NIST.SP.800-213A.pdf; RFC8520.txt,generally_supported,"The excerpts support collecting evidence and preserving incident data, which aligns with capturing traffic for later analysis, but they do not explicitly mention traffic capture.",unsupported,"The cited passages cover interface restriction, malware-protection guidance, and TCP filtering, not traffic capture or evidence collection.",keep,General support is sufficient for this non-disruptive action.
NOTIFY_OPERATOR,2,False,EG-O-0194,ieee-access-0082,True,"['NIST.IR.8259A-0018', 'NIST.SP.800-213A-0129', 'RFC8520-0031']",original,Mirai,Detector confidence is below the validated threshold.,botnet compromised malware malicious code logically disable network interfaces restrict access authorized communication incident notification response escalation operator IoT predicted family Mirai proposed action NOTIFY_OPERATOR observed protocols TCP UDP ICMP HTTPS DNS ARP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,escalate,NIST.IR.8259A.pdf; NIST.SP.800-213A.pdf; RFC8520.txt,unsupported,"The cited excerpts concern malicious code protection education and network-interface access control, not notifying an operator due to low detector confidence.",generally_supported,"The cited malware-response guidance generally supports taking some response action with customer awareness, but it does not explicitly support notifying an operator, immediate human review, or acting because confidence is below threshold.",remove,The independent checker found no useful support for the action.
CAPTURE_TRAFFIC,1,False,EG-O-0195,ieee-access-0083,True,"['NIST.IR.8259A-0018', 'NIST.SP.800-213A-0129', 'RFC8520-0031']",original,Mirai,Collect additional evidence before a disruptive decision.,botnet compromised malware malicious code logically disable network interfaces restrict access authorized communication collect network traffic evidence incident analysis monitoring IoT predicted family Mirai proposed action CAPTURE_TRAFFIC observed protocols TCP UDP ICMP HTTP HTTPS ARP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,escalate,NIST.IR.8259A.pdf; NIST.SP.800-213A.pdf; RFC8520.txt,generally_supported,"The evidence supports collecting incident data and preserving evidence, which is directionally consistent with traffic capture, but does not explicitly justify capture traffic.",unsupported,"The evidence is about restricting interfaces, malware protection education, and TCP initiation-based dropping. It does not justify capturing traffic as an action.",keep,General support is sufficient for this non-disruptive action.
NOTIFY_OPERATOR,2,False,EG-O-0196,ieee-access-0083,True,"['NIST.IR.8259A-0018', 'NIST.SP.800-213A-0129', 'RFC8520-0031']",original,Mirai,Detector confidence is below the validated threshold.,botnet compromised malware malicious code logically disable network interfaces restrict access authorized communication incident notification response escalation operator IoT predicted family Mirai proposed action NOTIFY_OPERATOR observed protocols TCP UDP ICMP HTTP HTTPS ARP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,escalate,NIST.IR.8259A.pdf; NIST.SP.800-213A.pdf; RFC8520.txt,unsupported,"The excerpts discuss malicious code protection education and access restrictions, not notifying an operator because confidence is below threshold.",generally_supported,"The excerpts generally relate to responding to malicious code and recommended responses, but they do not explicitly support notifying an operator because of low-confidence detection.",remove,The independent checker found no useful support for the action.
CAPTURE_TRAFFIC,1,False,EG-O-0197,ieee-access-0084,True,"['NIST.IR.8259A-0018', 'NIST.SP.800-213A-0129', 'NIST.SP.800-61r3-0067']",original,Mirai,Collect additional evidence before a disruptive decision.,botnet compromised malware malicious code logically disable network interfaces restrict access authorized communication collect network traffic evidence incident analysis monitoring IoT predicted family Mirai proposed action CAPTURE_TRAFFIC observed protocols TCP UDP HTTPS DNS ARP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP ACK responses TCP ACK flag responses,escalate,NIST.IR.8259A.pdf; NIST.SP.800-213A.pdf; NIST.SP.800-61r3.pdf,generally_supported,"The cited incident-response guidance supports collecting and retaining evidence, which is broadly consistent with capturing traffic, but it does not explicitly recommend traffic capture.",directly_supported,"NIST SP 800-61r3 explicitly says to collect and retain evidence from an incident. That directly supports capturing traffic to collect evidence, regardless of the specific Mirai rationale details.",keep,General support is sufficient for this non-disruptive action.
NOTIFY_OPERATOR,2,False,EG-O-0198,ieee-access-0084,True,"['NIST.SP.800-213A-0129', 'NIST.IR.8259A-0018', 'NIST.SP.800-213A-0048']",original,Mirai,Detector confidence is below the validated threshold.,botnet compromised malware malicious code logically disable network interfaces restrict access authorized communication incident notification response escalation operator IoT predicted family Mirai proposed action NOTIFY_OPERATOR observed protocols TCP UDP HTTPS DNS ARP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP ACK responses TCP ACK flag responses,escalate,NIST.SP.800-213A.pdf; NIST.IR.8259A.pdf; NIST.SP.800-213A.pdf,unsupported,"The excerpts describe access-control and anti-malware capabilities, not notifying an operator for manual review.",generally_supported,"The excerpts support restricting access and describe response options to malicious code, which generally align with human/operator involvement, but they do not explicitly call for notifying an operator.",remove,The independent checker found no useful support for the action.
CAPTURE_TRAFFIC,1,False,EG-O-0199,ieee-access-0085,True,"['NIST.IR.8259A-0018', 'NIST.SP.800-213A-0129', 'NIST.SP.800-61r3-0067']",original,Mirai,Collect additional evidence before a disruptive decision.,botnet compromised malware malicious code logically disable network interfaces restrict access authorized communication collect network traffic evidence incident analysis monitoring IoT predicted family Mirai proposed action CAPTURE_TRAFFIC observed protocols TCP UDP ICMP HTTPS ARP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP ACK responses TCP ACK flag responses,escalate,NIST.IR.8259A.pdf; NIST.SP.800-213A.pdf; NIST.SP.800-61r3.pdf,generally_supported,"The evidence supports collecting and retaining incident evidence, which is compatible with traffic capture, but it is not an explicit traffic-capture recommendation.",directly_supported,"NIST SP 800-61r3 explicitly supports collecting and retaining incident evidence, which directly supports the action to capture traffic for evidence before a disruptive decision.",keep,General support is sufficient for this non-disruptive action.
NOTIFY_OPERATOR,2,False,EG-O-0200,ieee-access-0085,True,"['NIST.SP.800-213A-0129', 'NIST.IR.8259A-0018', 'NIST.SP.800-213A-0048']",original,Mirai,Detector confidence is below the validated threshold.,botnet compromised malware malicious code logically disable network interfaces restrict access authorized communication incident notification response escalation operator IoT predicted family Mirai proposed action NOTIFY_OPERATOR observed protocols TCP UDP ICMP HTTPS ARP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP ACK responses TCP ACK flag responses,escalate,NIST.SP.800-213A.pdf; NIST.IR.8259A.pdf; NIST.SP.800-213A.pdf,unsupported,"The cited material addresses malicious code protection, access control, and interface restrictions, not notifying an operator for low confidence.",generally_supported,"The cited material generally addresses malicious-code response options and access control, but it does not explicitly support notifying an operator due to low confidence.",remove,The independent checker found no useful support for the action.
NOTIFY_OPERATOR,1,False,EG-O-0201,ieee-access-0086,True,"['NIST.IR.8259A-0018', 'NIST.SP.800-213A-0129', 'RFC8520-0031']",original,Mirai,Immediate human review is warranted because the alert is high-confidence and device identity is not validated.,botnet compromised malware malicious code logically disable network interfaces restrict access authorized communication incident notification response escalation operator IoT predicted family Mirai proposed action NOTIFY_OPERATOR observed protocols TCP UDP HTTPS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,plan,NIST.IR.8259A.pdf; NIST.SP.800-213A.pdf; RFC8520.txt,unsupported,"The excerpts do not mention high-confidence alerts, device identity validation, or human review/notification.",generally_supported,"SP 800-213A discusses recommended responses to malicious code identification, which generally supports operator-oriented response handling, but none of the excerpts explicitly support notifying an operator because device identity is unvalidated.",remove,The independent checker found no useful support for the action.
CAPTURE_TRAFFIC,2,False,EG-O-0202,ieee-access-0086,True,"['NIST.IR.8259A-0018', 'NIST.SP.800-213A-0129', 'RFC8520-0031']",original,Mirai,"Collect evidence to confirm whether this is scanning, command-and-control, or other botnet activity before stronger containment.",botnet compromised malware malicious code logically disable network interfaces restrict access authorized communication collect network traffic evidence incident analysis monitoring IoT predicted family Mirai proposed action CAPTURE_TRAFFIC observed protocols TCP UDP HTTPS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,plan,NIST.IR.8259A.pdf; NIST.SP.800-213A.pdf; RFC8520.txt,generally_supported,"The excerpts support collecting incident evidence and preserving it, which is broadly consistent with capturing traffic, but they do not explicitly call for traffic capture.",unsupported,"The excerpts address interface restriction, malware detection/eradication guidance, and TCP filtering. They do not support capturing traffic to confirm scanning, C2, or botnet activity.",keep,General support is sufficient for this non-disruptive action.
RESTRICT_EGRESS,3,True,EG-O-0203,ieee-access-0086,True,"['NIST.IR.8259A-0018', 'NIST.SP.800-213A-0129', 'RFC8520-0031']",original,Mirai,Reduce potential propagation or outbound abuse while minimizing impact because the profile is strongly suspicious.,botnet compromised malware malicious code logically disable network interfaces restrict access authorized communication restrict outbound communication approved destinations network access policy MUD IoT predicted family Mirai proposed action RESTRICT_EGRESS observed protocols TCP UDP HTTPS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,plan,NIST.IR.8259A.pdf; NIST.SP.800-213A.pdf; RFC8520.txt,generally_supported,"The network-interface restriction guidance supports limiting communications, but it does not specifically justify restricting egress as an incident response action.",directly_supported,"RFC 8520 explicitly describes dropping packets transmitted toward a Thing unless it first initiated the TCP connection, which is a concrete egress-restriction mechanism. NIST IR 8259A also supports restricting access to network interfaces.",remove,General evidence is insufficient for a disruptive action without human approval.
CAPTURE_TRAFFIC,1,False,EG-O-0204,ieee-access-0087,True,"['NIST.IR.8259A-0018', 'NIST.SP.800-213A-0129', 'NIST.SP.800-61r3-0067']",original,Mirai,Preserve evidence for validation and scope assessment of the high-rate anomalous traffic.,botnet compromised malware malicious code logically disable network interfaces restrict access authorized communication collect network traffic evidence incident analysis monitoring IoT predicted family Mirai proposed action CAPTURE_TRAFFIC observed protocols unspecified observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing,plan,NIST.IR.8259A.pdf; NIST.SP.800-213A.pdf; NIST.SP.800-61r3.pdf,generally_supported,"The evidence supports collecting and retaining incident data for evidence preservation, which is broadly aligned with traffic capture, but not explicitly.",directly_supported,"NIST SP 800-61r3 explicitly supports collecting and retaining incident evidence, which directly supports capturing traffic to preserve evidence for validation and scoping.",keep,General support is sufficient for this non-disruptive action.
RESTRICT_EGRESS,2,True,EG-O-0205,ieee-access-0087,True,"['NIST.IR.8259A-0018', 'NIST.SP.800-213A-0129', 'NIST.SP.800-213A-0048']",original,Mirai,Limit outbound communication from the anomalous profile while minimizing disruption to unrelated traffic.,botnet compromised malware malicious code logically disable network interfaces restrict access authorized communication restrict outbound communication approved destinations network access policy MUD IoT predicted family Mirai proposed action RESTRICT_EGRESS observed protocols unspecified observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing,plan,NIST.IR.8259A.pdf; NIST.SP.800-213A.pdf; NIST.SP.800-213A.pdf,generally_supported,"The excerpts support restricting interfaces and access, which is related to limiting outbound communication, but they do not directly support egress restriction as the recommended action.",generally_supported,"NIST IR 8259A and SP 800-213A support restricting logical access to interfaces and services, which generally supports limiting outbound communication, but they do not specifically describe egress restriction in the stated minimized-disruption form.",remove,General evidence is insufficient for a disruptive action without human approval.
NOTIFY_OPERATOR,3,False,EG-O-0206,ieee-access-0087,True,"['NIST.IR.8259A-0018', 'NIST.SP.800-213A-0129', 'NIST.SP.800-61r3-0068']",original,Mirai,Human review is warranted because no device identity is validated and the action is mitigation intent only.,botnet compromised malware malicious code logically disable network interfaces restrict access authorized communication incident notification response escalation operator IoT predicted family Mirai proposed action NOTIFY_OPERATOR observed protocols unspecified observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing,plan,NIST.IR.8259A.pdf; NIST.SP.800-213A.pdf; NIST.SP.800-61r3.pdf,unsupported,"The excerpts discuss incident response reporting and communication plus device access control, but not notifying an operator for an action intended only as mitigation.",directly_supported,"NIST SP 800-61r3 RS.CO explicitly covers incident reporting, communication, coordination, and notification with stakeholders. That directly supports notifying an operator for human review/coordination.",remove,The independent checker found no useful support for the action.
CAPTURE_TRAFFIC,1,False,EG-O-0207,ieee-access-0088,True,"['NIST.IR.8259A-0018', 'NIST.SP.800-213A-0129', 'NIST.SP.800-61r3-0067']",original,Mirai,Collect packet evidence for validation because the alert lacks a validated device identifier and the intent is mitigation only.,botnet compromised malware malicious code logically disable network interfaces restrict access authorized communication collect network traffic evidence incident analysis monitoring IoT predicted family Mirai proposed action CAPTURE_TRAFFIC observed protocols UDP DNS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing,plan,NIST.IR.8259A.pdf; NIST.SP.800-213A.pdf; NIST.SP.800-61r3.pdf,generally_supported,"The evidence supports collecting incident evidence for later analysis, which is broadly consistent with packet capture, but does not explicitly mention capture traffic.",directly_supported,"NIST SP 800-61r3 explicitly directs collecting and retaining incident evidence, directly supporting traffic capture for validation.",keep,General support is sufficient for this non-disruptive action.
INCREASE_LOGGING,2,False,EG-O-0208,ieee-access-0088,True,"['NIST.IR.8259A-0018', 'NIST.SP.800-213A-0129', 'NIST.SP.800-213A-0048']",original,Mirai,Improve visibility into the anomalous flow profile to distinguish benign bursty behavior from Mirai-like activity.,botnet compromised malware malicious code logically disable network interfaces restrict access authorized communication increase security event logging monitoring incident analysis IoT predicted family Mirai proposed action INCREASE_LOGGING observed protocols UDP DNS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing,plan,NIST.IR.8259A.pdf; NIST.SP.800-213A.pdf; NIST.SP.800-213A.pdf,unsupported,"The cited guidance concerns access control and device capabilities, not increasing logging for visibility.",unsupported,"The excerpts discuss interface restriction, response options, and device control capabilities, but none mention increasing logging or collecting additional telemetry.",remove,The independent checker found no useful support for the action.
NOTIFY_OPERATOR,3,False,EG-O-0209,ieee-access-0088,True,"['NIST.IR.8259A-0018', 'NIST.SP.800-213A-0129', 'NIST.SP.800-61r3-0068']",original,Mirai,Escalate for human review because containment decisions may need asset-specific context before disruption is introduced.,botnet compromised malware malicious code logically disable network interfaces restrict access authorized communication incident notification response escalation operator IoT predicted family Mirai proposed action NOTIFY_OPERATOR observed protocols UDP DNS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing,plan,NIST.IR.8259A.pdf; NIST.SP.800-213A.pdf; NIST.SP.800-61r3.pdf,unsupported,"The excerpts concern incident-response communication and access controls, but do not support notifying an operator for asset-specific context before disruption.",directly_supported,"NIST SP 800-61r3 RS.CO explicitly supports incident coordination and notification among stakeholders, which directly supports notifying an operator for human review before containment.",remove,The independent checker found no useful support for the action.
INCREASE_LOGGING,1,False,EG-O-0210,ieee-access-0089,True,"['NIST.IR.8259A-0018', 'NIST.SP.800-213A-0129', 'NIST.SP.800-213A-0048']",original,Mirai,Increase visibility on this flow profile to preserve evidence and refine characterization without assuming a specific device.,botnet compromised malware malicious code logically disable network interfaces restrict access authorized communication increase security event logging monitoring incident analysis IoT predicted family Mirai proposed action INCREASE_LOGGING observed protocols UDP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing,plan,NIST.IR.8259A.pdf; NIST.SP.800-213A.pdf; NIST.SP.800-213A.pdf,unsupported,"The excerpts describe interface restrictions and device capability requirements, not increasing logging to improve visibility.",unsupported,None of the cited excerpts explicitly or concretely support increasing logging or visibility/telemetry collection.,remove,The independent checker found no useful support for the action.
CAPTURE_TRAFFIC,2,False,EG-O-0211,ieee-access-0089,True,"['NIST.IR.8259A-0018', 'NIST.SP.800-213A-0129', 'NIST.SP.800-61r3-0067']",original,Mirai,Collect packets or samples to support validation of Mirai-like activity and enable follow-up analysis.,botnet compromised malware malicious code logically disable network interfaces restrict access authorized communication collect network traffic evidence incident analysis monitoring IoT predicted family Mirai proposed action CAPTURE_TRAFFIC observed protocols UDP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing,plan,NIST.IR.8259A.pdf; NIST.SP.800-213A.pdf; NIST.SP.800-61r3.pdf,generally_supported,"The incident-response evidence supports collecting and retaining evidence, which is broadly compatible with packet capture, but it is not explicit about capturing traffic or samples.",directly_supported,"NIST SP 800-61r3 explicitly supports collecting and retaining evidence from an incident, directly supporting capture of packets or samples.",keep,General support is sufficient for this non-disruptive action.
NOTIFY_OPERATOR,3,False,EG-O-0212,ieee-access-0089,True,"['NIST.IR.8259A-0018', 'NIST.SP.800-213A-0129', 'NIST.SP.800-61r3-0068']",original,Mirai,High-confidence alert with no device identifier warrants immediate human review and coordination for next-step containment.,botnet compromised malware malicious code logically disable network interfaces restrict access authorized communication incident notification response escalation operator IoT predicted family Mirai proposed action NOTIFY_OPERATOR observed protocols UDP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing,plan,NIST.IR.8259A.pdf; NIST.SP.800-213A.pdf; NIST.SP.800-61r3.pdf,unsupported,"The excerpts describe malicious code protection education and incident communication, but not immediate human review due to high confidence and inability to remediate autonomously.",directly_supported,"NIST SP 800-61r3 RS.CO explicitly supports incident notification and coordination with stakeholders, directly supporting notifying an operator for immediate human review and next-step coordination.",remove,The independent checker found no useful support for the action.
INCREASE_LOGGING,1,False,EG-O-0213,ieee-access-0090,True,"['NIST.IR.8259A-0018', 'NIST.SP.800-213A-0129', 'NIST.SP.800-213A-0048']",original,Mirai,Increase visibility for confirmation and triage of the anomalous high-rate profile.,botnet compromised malware malicious code logically disable network interfaces restrict access authorized communication increase security event logging monitoring incident analysis IoT predicted family Mirai proposed action INCREASE_LOGGING observed protocols unspecified observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing,plan,NIST.IR.8259A.pdf; NIST.SP.800-213A.pdf; NIST.SP.800-213A.pdf,unsupported,"The cited passages discuss device capabilities and access restrictions, not increasing logging for triage of an anomalous profile.",unsupported,"The cited material does not discuss increasing logging or telemetry. It focuses on interface restriction and response guidance, not logging.",remove,The independent checker found no useful support for the action.
