action,action_index,approval_required,audit_id,case_id,deterministic_eligible,evidence_refs,item_type,predicted_family,rationale,retrieval_query,route,sources,checker_a_label,checker_a_reason,checker_b_label,checker_b_reason,strict_refined_decision,strict_refined_reason
CAPTURE_TRAFFIC,1,False,EG-O-0237,ieee-access-0101,True,"['NIST.SP.800-61r3-0055', 'RFC8520-0031', 'NIST.SP.800-61r3-0067']",original,Recon,Collect additional evidence before a disruptive decision.,reconnaissance scanning probing unauthorized activity continuous monitoring logging collect network traffic evidence incident analysis monitoring IoT predicted family Recon proposed action CAPTURE_TRAFFIC observed protocols TCP HTTP HTTPS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,escalate,NIST.SP.800-61r3.pdf; RFC8520.txt; NIST.SP.800-61r3.pdf,generally_supported,"The excerpts support monitoring and evidence collection, but not the specific action of capturing traffic before a disruptive decision.",generally_supported,"The excerpts support monitoring and collection/retention of incident evidence, but they do not explicitly support traffic capture as the chosen evidence-collection method.",keep,General support is sufficient for this non-disruptive action.
NOTIFY_OPERATOR,2,False,EG-O-0238,ieee-access-0101,True,"['NIST.SP.800-61r3-0055', 'RFC8520-0031', 'NIST.SP.800-61r3-0068']",original,Recon,Detector confidence is below the validated threshold.,reconnaissance scanning probing unauthorized activity continuous monitoring logging incident notification response escalation operator IoT predicted family Recon proposed action NOTIFY_OPERATOR observed protocols TCP HTTP HTTPS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,escalate,NIST.SP.800-61r3.pdf; RFC8520.txt; NIST.SP.800-61r3.pdf,generally_supported,"The excerpts support continuous monitoring and incident communication, but they do not directly support notifying an operator because confidence is below threshold.",generally_supported,"The cited text generally supports incident reporting and notification, but not specifically notifying an operator because detector confidence is below threshold.",keep,General support is sufficient for this non-disruptive action.
CAPTURE_TRAFFIC,1,False,EG-O-0239,ieee-access-0102,True,"['NIST.SP.800-61r3-0055', 'RFC8520-0031', 'NIST.SP.800-61r3-0067']",original,Recon,Collect additional evidence before a disruptive decision.,reconnaissance scanning probing unauthorized activity continuous monitoring logging collect network traffic evidence incident analysis monitoring IoT predicted family Recon proposed action CAPTURE_TRAFFIC observed protocols TCP UDP HTTP HTTPS DNS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,escalate,NIST.SP.800-61r3.pdf; RFC8520.txt; NIST.SP.800-61r3.pdf,generally_supported,"The excerpts support monitoring and evidence preservation, but not the specific traffic-capture action.",generally_supported,"The evidence supports evidence collection and monitoring broadly, but not explicit packet capture as the concrete mechanism.",keep,General support is sufficient for this non-disruptive action.
NOTIFY_OPERATOR,2,False,EG-O-0240,ieee-access-0102,True,"['NIST.SP.800-61r3-0055', 'RFC8520-0031', 'NIST.SP.800-61r3-0068']",original,Recon,Detector confidence is below the validated threshold.,reconnaissance scanning probing unauthorized activity continuous monitoring logging incident notification response escalation operator IoT predicted family Recon proposed action NOTIFY_OPERATOR observed protocols TCP UDP HTTP HTTPS DNS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,escalate,NIST.SP.800-61r3.pdf; RFC8520.txt; NIST.SP.800-61r3.pdf,generally_supported,"The excerpts support monitoring and incident communication, but not notifying an operator based on confidence thresholding.",generally_supported,"The excerpts generally support reporting and communication around incidents, but not the specific rationale of low-confidence alerts requiring operator notification.",keep,General support is sufficient for this non-disruptive action.
CAPTURE_TRAFFIC,1,False,EG-O-0241,ieee-access-0103,True,"['NIST.SP.800-61r3-0055', 'RFC8520-0031', 'NIST.SP.800-61r3-0067']",original,Recon,Collect additional evidence before a disruptive decision.,reconnaissance scanning probing unauthorized activity continuous monitoring logging collect network traffic evidence incident analysis monitoring IoT predicted family Recon proposed action CAPTURE_TRAFFIC observed protocols TCP UDP HTTP HTTPS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,escalate,NIST.SP.800-61r3.pdf; RFC8520.txt; NIST.SP.800-61r3.pdf,generally_supported,"The excerpts support monitoring and evidence preservation, but not the concrete packet-capture action.",generally_supported,"Continuous monitoring and evidence retention are supported, but there is no explicit support for capturing traffic specifically before a disruptive decision.",keep,General support is sufficient for this non-disruptive action.
NOTIFY_OPERATOR,2,False,EG-O-0242,ieee-access-0103,True,"['NIST.SP.800-61r3-0055', 'RFC8520-0031', 'NIST.SP.800-61r3-0068']",original,Recon,Detector confidence is below the validated threshold.,reconnaissance scanning probing unauthorized activity continuous monitoring logging incident notification response escalation operator IoT predicted family Recon proposed action NOTIFY_OPERATOR observed protocols TCP UDP HTTP HTTPS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,escalate,NIST.SP.800-61r3.pdf; RFC8520.txt; NIST.SP.800-61r3.pdf,generally_supported,"The excerpts support monitoring and incident reporting/communication, but not the specific operator-notification rationale.",generally_supported,"The evidence supports incident communication and notification generally, but does not specifically justify this operator-notification criterion tied to low confidence.",keep,General support is sufficient for this non-disruptive action.
CAPTURE_TRAFFIC,1,False,EG-O-0243,ieee-access-0104,True,"['NIST.SP.800-61r3-0055', 'RFC8520-0031', 'NIST.SP.800-61r3-0067']",original,Recon,Collect additional evidence before a disruptive decision.,reconnaissance scanning probing unauthorized activity continuous monitoring logging collect network traffic evidence incident analysis monitoring IoT predicted family Recon proposed action CAPTURE_TRAFFIC observed protocols TCP UDP ICMP HTTP HTTPS DNS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,escalate,NIST.SP.800-61r3.pdf; RFC8520.txt; NIST.SP.800-61r3.pdf,generally_supported,"The excerpts support continuous monitoring and evidence preservation, but not the specific action of capturing traffic.",generally_supported,"The excerpts support monitoring and evidence collection in general, but do not explicitly support traffic capture as the specific action.",keep,General support is sufficient for this non-disruptive action.
NOTIFY_OPERATOR,2,False,EG-O-0244,ieee-access-0104,True,"['NIST.SP.800-61r3-0055', 'RFC8520-0031', 'NIST.SP.800-61r3-0068']",original,Recon,Detector confidence is below the validated threshold.,reconnaissance scanning probing unauthorized activity continuous monitoring logging incident notification response escalation operator IoT predicted family Recon proposed action NOTIFY_OPERATOR observed protocols TCP UDP ICMP HTTP HTTPS DNS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,escalate,NIST.SP.800-61r3.pdf; RFC8520.txt; NIST.SP.800-61r3.pdf,generally_supported,"The excerpts support monitoring and incident communication, but do not directly justify notifying an operator due to confidence being below threshold.",generally_supported,"The cited reporting/communication guidance broadly supports notifying stakeholders/operators, but not specifically because detector confidence is below a validated threshold.",keep,General support is sufficient for this non-disruptive action.
CAPTURE_TRAFFIC,1,False,EG-O-0245,ieee-access-0105,True,"['NIST.SP.800-61r3-0055', 'RFC8520-0031', 'NIST.SP.800-61r3-0067']",original,Recon,Collect additional evidence before a disruptive decision.,reconnaissance scanning probing unauthorized activity continuous monitoring logging collect network traffic evidence incident analysis monitoring IoT predicted family Recon proposed action CAPTURE_TRAFFIC observed protocols TCP UDP HTTP HTTPS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,escalate,NIST.SP.800-61r3.pdf; RFC8520.txt; NIST.SP.800-61r3.pdf,generally_supported,"The excerpts support continuous monitoring and evidence collection, but not packet capture as the specific implementation.",generally_supported,"The excerpts generally support monitoring and evidence collection, but do not specifically direct packet capture as the evidence-gathering step.",keep,General support is sufficient for this non-disruptive action.
NOTIFY_OPERATOR,2,False,EG-O-0246,ieee-access-0105,True,"['NIST.SP.800-61r3-0055', 'RFC8520-0031', 'NIST.SP.800-61r3-0068']",original,Recon,Detector confidence is below the validated threshold.,reconnaissance scanning probing unauthorized activity continuous monitoring logging incident notification response escalation operator IoT predicted family Recon proposed action NOTIFY_OPERATOR observed protocols TCP UDP HTTP HTTPS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,escalate,NIST.SP.800-61r3.pdf; RFC8520.txt; NIST.SP.800-61r3.pdf,generally_supported,"The excerpts support monitoring and incident communication, but not the specific operator-notification action.",generally_supported,"Incident reporting/communication is generally supported, but the evidence does not specifically justify operator notification due to low detector confidence.",keep,General support is sufficient for this non-disruptive action.
CAPTURE_TRAFFIC,1,False,EG-O-0247,ieee-access-0106,True,"['NIST.SP.800-61r3-0055', 'NIST.SP.800-61r3-0067', 'RFC8576-0067']",original,Recon,Collect packet evidence for validation and follow-on analysis since the alert lacks a validated device identifier.,reconnaissance scanning probing unauthorized activity continuous monitoring logging collect network traffic evidence incident analysis monitoring IoT predicted family Recon proposed action CAPTURE_TRAFFIC observed protocols TCP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP ACK responses TCP ACK flag responses,plan,NIST.SP.800-61r3.pdf; NIST.SP.800-61r3.pdf; RFC8576.txt,generally_supported,"The excerpts support collecting and retaining incident evidence, but they do not specifically support capturing packet traffic.",generally_supported,"The evidence supports collecting and retaining incident evidence and monitoring, which broadly supports gathering more evidence, but not explicitly capturing network traffic packets.",keep,General support is sufficient for this non-disruptive action.
INCREASE_LOGGING,2,False,EG-O-0248,ieee-access-0106,True,"['NIST.SP.800-61r3-0055', 'NIST.SP.800-213A-0053', 'NIST.SP.800-61r3-0062']",original,Recon,Improve observability for a likely recon pattern and support incident triage under continuous monitoring guidance.,reconnaissance scanning probing unauthorized activity continuous monitoring logging increase security event logging monitoring incident analysis IoT predicted family Recon proposed action INCREASE_LOGGING observed protocols TCP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP ACK responses TCP ACK flag responses,plan,NIST.SP.800-61r3.pdf; NIST.SP.800-213A.pdf; NIST.SP.800-61r3.pdf,generally_supported,"The excerpts support monitoring and event identification/monitoring capabilities, which aligns with increased visibility, but not specifically increasing logging.",generally_supported,"The citations support monitoring/event identification and incident reporting, which generally support improved observability and triage, but not specifically increasing logging.",keep,General support is sufficient for this non-disruptive action.
NOTIFY_OPERATOR,3,False,EG-O-0249,ieee-access-0106,True,"['NIST.SP.800-61r3-0055', 'NIST.SP.800-61r3-0068', 'NIST.SP.800-61r3-0062']",original,Recon,Operator review is warranted because the alert is high-confidence but device identity is unresolved and intent-only response is required.,reconnaissance scanning probing unauthorized activity continuous monitoring logging incident notification response escalation operator IoT predicted family Recon proposed action NOTIFY_OPERATOR observed protocols TCP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP ACK responses TCP ACK flag responses,plan,NIST.SP.800-61r3.pdf; NIST.SP.800-61r3.pdf; NIST.SP.800-61r3.pdf,generally_supported,"The excerpts support monitoring, incident coordination, and incident status tracking, but not notifying an operator for the stated rationale.",generally_supported,"The reporting/communication and automatic reporting excerpts broadly support operator notification, but not the specific rationale about unresolved device identity and intent-only response.",keep,General support is sufficient for this non-disruptive action.
INCREASE_LOGGING,1,False,EG-O-0250,ieee-access-0107,True,"['NIST.SP.800-61r3-0055', 'RFC8520-0031', 'NIST.SP.800-213A-0053']",original,Recon,Improve visibility into repeated connection attempts and any associated source/destination patterns.,reconnaissance scanning probing unauthorized activity continuous monitoring logging increase security event logging monitoring incident analysis IoT predicted family Recon proposed action INCREASE_LOGGING observed protocols TCP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,plan,NIST.SP.800-61r3.pdf; RFC8520.txt; NIST.SP.800-213A.pdf,generally_supported,"The excerpts support continuous monitoring and event identification/monitoring, which aligns with increased visibility, but not the specific logging action.",generally_supported,"The evidence supports continuous monitoring and device monitoring capability, which generally supports improving visibility, but not explicitly increasing logging of connection attempts and patterns.",keep,General support is sufficient for this non-disruptive action.
CAPTURE_TRAFFIC,2,False,EG-O-0251,ieee-access-0107,True,"['NIST.SP.800-61r3-0055', 'RFC8520-0031', 'NIST.SP.800-61r3-0067']",original,Recon,"Collect evidence to confirm whether the traffic reflects scanning, probing, or benign retransmission behavior.",reconnaissance scanning probing unauthorized activity continuous monitoring logging collect network traffic evidence incident analysis monitoring IoT predicted family Recon proposed action CAPTURE_TRAFFIC observed protocols TCP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,plan,NIST.SP.800-61r3.pdf; RFC8520.txt; NIST.SP.800-61r3.pdf,generally_supported,"The excerpts support monitoring and evidence preservation, but not the specific action of capturing traffic.",generally_supported,"The excerpts support monitoring and evidence collection broadly, but not explicitly packet capture to distinguish scanning from benign retransmissions.",keep,General support is sufficient for this non-disruptive action.
NOTIFY_OPERATOR,3,False,EG-O-0252,ieee-access-0107,True,"['NIST.SP.800-61r3-0055', 'RFC8520-0031', 'NIST.SP.800-61r3-0068']",original,Recon,High-confidence recon indicators merit human review and decision-making because device identity is unvalidated.,reconnaissance scanning probing unauthorized activity continuous monitoring logging incident notification response escalation operator IoT predicted family Recon proposed action NOTIFY_OPERATOR observed protocols TCP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,plan,NIST.SP.800-61r3.pdf; RFC8520.txt; NIST.SP.800-61r3.pdf,generally_supported,"The excerpts support monitoring and incident communication, but not the specific operator-notification action.",generally_supported,"General incident communication/reporting support is present, but the evidence does not specifically justify human review because device identity is unvalidated.",keep,General support is sufficient for this non-disruptive action.
INCREASE_LOGGING,1,False,EG-O-0253,ieee-access-0108,True,"['NIST.SP.800-61r3-0055', 'RFC8520-0031', 'NIST.SP.800-213A-0053']",original,Recon,Preserve evidence for repeated TCP probes and connection-reset patterns consistent with recon activity.,reconnaissance scanning probing unauthorized activity continuous monitoring logging increase security event logging monitoring incident analysis IoT predicted family Recon proposed action INCREASE_LOGGING observed protocols TCP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,plan,NIST.SP.800-61r3.pdf; RFC8520.txt; NIST.SP.800-213A.pdf,generally_supported,"The excerpts support monitoring and event identification/monitoring, but not specifically increasing logging for TCP probes.",generally_supported,"The citations support monitoring capabilities and adverse-event monitoring, which generally support collecting more telemetry, but they do not explicitly support increasing logging for TCP probe/reset patterns.",keep,General support is sufficient for this non-disruptive action.
CAPTURE_TRAFFIC,2,False,EG-O-0254,ieee-access-0108,True,"['NIST.SP.800-61r3-0055', 'RFC8520-0031', 'NIST.SP.800-61r3-0067']",original,Recon,"Collect packet-level evidence to confirm whether the pattern is scanning, probing, or another benign burst.",reconnaissance scanning probing unauthorized activity continuous monitoring logging collect network traffic evidence incident analysis monitoring IoT predicted family Recon proposed action CAPTURE_TRAFFIC observed protocols TCP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,plan,NIST.SP.800-61r3.pdf; RFC8520.txt; NIST.SP.800-61r3.pdf,generally_supported,"The excerpts support monitoring and evidence preservation, but not the concrete packet-capture action.",generally_supported,"The evidence supports monitoring and collection/retention of incident evidence, but does not explicitly support packet-level traffic capture as the specific action.",keep,General support is sufficient for this non-disruptive action.
NOTIFY_OPERATOR,3,False,EG-O-0255,ieee-access-0108,True,"['NIST.SP.800-61r3-0055', 'RFC8520-0031', 'NIST.SP.800-61r3-0068']",original,Recon,High-confidence recon behavior warrants immediate operator awareness and review.,reconnaissance scanning probing unauthorized activity continuous monitoring logging incident notification response escalation operator IoT predicted family Recon proposed action NOTIFY_OPERATOR observed protocols TCP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,plan,NIST.SP.800-61r3.pdf; RFC8520.txt; NIST.SP.800-61r3.pdf,generally_supported,"The excerpts support monitoring and incident communication, but do not specifically justify notifying an operator.",generally_supported,"The excerpts support incident notification and coordination generally, so operator awareness is broadly supported, but not specifically because recon behavior is high confidence.",keep,General support is sufficient for this non-disruptive action.
MONITOR,1,False,EG-O-0256,ieee-access-0109,True,"['NIST.SP.800-61r3-0055', 'RFC8520-0031', 'NIST.SP.800-61r3-0056']",original,Recon,Aligns with continuous monitoring guidance for anomalous activity and deviations from expected behavior.,reconnaissance scanning probing unauthorized activity continuous monitoring logging continuous monitoring detect anomalous behavior security events IoT predicted family Recon proposed action MONITOR observed protocols TCP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,plan,NIST.SP.800-61r3.pdf; RFC8520.txt; NIST.SP.800-61r3.pdf,directly_supported,"The cited continuous monitoring guidance explicitly calls for monitoring assets for unauthorized activity, deviations from expected activity, and changes in security posture, which directly supports the recommended monitoring action.",directly_supported,"The NIST excerpts explicitly state that assets, personnel activity, and technology usage are monitored to find anomalies, indicators of compromise, unusual patterns, and other potentially adverse events, directly supporting the action to monitor for recon-like activity.",keep,The action has direct documentary support.
CAPTURE_TRAFFIC,2,False,EG-O-0257,ieee-access-0109,True,"['NIST.SP.800-61r3-0055', 'RFC8520-0031', 'NIST.SP.800-61r3-0067']",original,Recon,Collect packet evidence to confirm probing behavior and improve attribution without assuming device identity.,reconnaissance scanning probing unauthorized activity continuous monitoring logging collect network traffic evidence incident analysis monitoring IoT predicted family Recon proposed action CAPTURE_TRAFFIC observed protocols TCP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,plan,NIST.SP.800-61r3.pdf; RFC8520.txt; NIST.SP.800-61r3.pdf,generally_supported,"The excerpts support monitoring and evidence preservation, but not the specific action of capturing packet traffic.",generally_supported,"The evidence supports continuous monitoring and collecting/retaining incident evidence, but not explicitly capturing packet traffic to confirm probing and attribution.",keep,General support is sufficient for this non-disruptive action.
NOTIFY_OPERATOR,3,False,EG-O-0258,ieee-access-0109,True,"['NIST.SP.800-61r3-0055', 'RFC8520-0031', 'NIST.SP.800-61r3-0068']",original,Recon,Operator awareness is appropriate for a high-confidence recon alert while execution remains bounded to intent only.,reconnaissance scanning probing unauthorized activity continuous monitoring logging incident notification response escalation operator IoT predicted family Recon proposed action NOTIFY_OPERATOR observed protocols TCP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,plan,NIST.SP.800-61r3.pdf; RFC8520.txt; NIST.SP.800-61r3.pdf,generally_supported,"The excerpts support monitoring and incident communication, but not the specific operator-notification action.",generally_supported,"Incident reporting/communication is generally supported, but the specific rationale about high-confidence recon and bounded execution is not stated in the excerpts.",keep,General support is sufficient for this non-disruptive action.
INCREASE_LOGGING,1,False,EG-O-0259,ieee-access-0110,True,"['NIST.SP.800-61r3-0055', 'RFC8520-0031', 'NIST.SP.800-213A-0053']",original,Recon,Increase visibility to confirm whether the observed pattern is benign application traffic or reconnaissance.,reconnaissance scanning probing unauthorized activity continuous monitoring logging increase security event logging monitoring incident analysis IoT predicted family Recon proposed action INCREASE_LOGGING observed protocols TCP UDP HTTP HTTPS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,plan,NIST.SP.800-61r3.pdf; RFC8520.txt; NIST.SP.800-213A.pdf,generally_supported,"The excerpts support continuous monitoring and event identification/monitoring, which aligns with increasing visibility, but not the concrete logging action.",generally_supported,"The excerpts support monitoring and event identification capabilities, which generally support improving visibility, but not specifically increasing logging.",keep,General support is sufficient for this non-disruptive action.
CAPTURE_TRAFFIC,2,False,EG-O-0260,ieee-access-0110,True,"['NIST.SP.800-61r3-0055', 'RFC8520-0031', 'NIST.SP.800-61r3-0067']",original,Recon,Collect packet evidence for validation of probing behavior and to support operator review.,reconnaissance scanning probing unauthorized activity continuous monitoring logging collect network traffic evidence incident analysis monitoring IoT predicted family Recon proposed action CAPTURE_TRAFFIC observed protocols TCP UDP HTTP HTTPS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,plan,NIST.SP.800-61r3.pdf; RFC8520.txt; NIST.SP.800-61r3.pdf,generally_supported,"The excerpts support monitoring and evidence preservation, but not the explicit packet-capture action.",generally_supported,"The evidence supports monitoring and evidence collection broadly, but it does not explicitly support packet capture as the concrete method.",keep,General support is sufficient for this non-disruptive action.
NOTIFY_OPERATOR,3,False,EG-O-0261,ieee-access-0110,True,"['NIST.SP.800-61r3-0055', 'RFC8520-0031', 'NIST.SP.800-61r3-0068']",original,Recon,Human review is appropriate because the alert is credible but lacks a validated device identifier and action execution is not permitted.,reconnaissance scanning probing unauthorized activity continuous monitoring logging incident notification response escalation operator IoT predicted family Recon proposed action NOTIFY_OPERATOR observed protocols TCP UDP HTTP HTTPS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,plan,NIST.SP.800-61r3.pdf; RFC8520.txt; NIST.SP.800-61r3.pdf,generally_supported,"The excerpts support monitoring and incident communication, but not notifying an operator for the stated reason.",generally_supported,"The reporting/communication guidance broadly supports notifying stakeholders/operators, but not specifically because the alert lacks a validated device identifier and action execution is not permitted.",keep,General support is sufficient for this non-disruptive action.
CAPTURE_TRAFFIC,1,False,EG-O-0262,ieee-access-0111,True,"['NIST.SP.800-61r3-0055', 'NIST.SP.800-213A-0053', 'NIST.SP.800-61r3-0067']",original,Benign,Collect additional evidence before a disruptive decision.,normal activity continuous monitoring avoid unnecessary disruption cybersecurity state logging collect network traffic evidence incident analysis monitoring IoT predicted family Benign proposed action CAPTURE_TRAFFIC observed protocols TCP UDP HTTPS DNS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP ACK responses TCP ACK flag responses,escalate,NIST.SP.800-61r3.pdf; NIST.SP.800-213A.pdf; NIST.SP.800-61r3.pdf,generally_supported,"The excerpts support monitoring and evidence retention, but not specifically traffic capture.",generally_supported,"The excerpts support monitoring and collecting incident evidence generally, but do not explicitly support the specific action of capturing network traffic before a decision.",keep,General support is sufficient for this non-disruptive action.
NOTIFY_OPERATOR,2,False,EG-O-0263,ieee-access-0111,True,"['NIST.SP.800-61r3-0055', 'NIST.IR.8259A-0022', 'NIST.SP.800-61r3-0068']",original,Benign,Detector confidence is below the validated threshold.,normal activity continuous monitoring avoid unnecessary disruption cybersecurity state logging incident notification response escalation operator IoT predicted family Benign proposed action NOTIFY_OPERATOR observed protocols TCP UDP HTTPS DNS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP ACK responses TCP ACK flag responses,escalate,NIST.SP.800-61r3.pdf; NIST.IR.8259A.pdf; NIST.SP.800-61r3.pdf,unsupported,"The excerpts support monitoring and communication, but not operator notification from low confidence.",generally_supported,"The cited text supports reporting/communication and making device state available to authorized entities, which generally aligns with notifying an operator, but it does not specifically justify notification due to low detector confidence.",remove,The independent checker found no useful support for the action.
CAPTURE_TRAFFIC,1,False,EG-O-0264,ieee-access-0112,True,"['NIST.SP.800-61r3-0055', 'NIST.SP.800-213A-0053', 'NIST.SP.800-61r3-0067']",original,Benign,Collect additional evidence before a disruptive decision.,normal activity continuous monitoring avoid unnecessary disruption cybersecurity state logging collect network traffic evidence incident analysis monitoring IoT predicted family Benign proposed action CAPTURE_TRAFFIC observed protocols TCP UDP HTTPS DNS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP ACK responses TCP ACK flag responses,escalate,NIST.SP.800-61r3.pdf; NIST.SP.800-213A.pdf; NIST.SP.800-61r3.pdf,generally_supported,"The excerpts support monitoring and evidence preservation, but not the specific traffic-capture action.",generally_supported,"The excerpts support monitoring and collecting incident evidence generally, but do not explicitly support the specific action of capturing network traffic before a decision.",keep,General support is sufficient for this non-disruptive action.
NOTIFY_OPERATOR,2,False,EG-O-0265,ieee-access-0112,True,"['NIST.SP.800-61r3-0055', 'NIST.IR.8259A-0022', 'NIST.SP.800-61r3-0068']",original,Benign,Detector confidence is below the validated threshold.,normal activity continuous monitoring avoid unnecessary disruption cybersecurity state logging incident notification response escalation operator IoT predicted family Benign proposed action NOTIFY_OPERATOR observed protocols TCP UDP HTTPS DNS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP ACK responses TCP ACK flag responses,escalate,NIST.SP.800-61r3.pdf; NIST.IR.8259A.pdf; NIST.SP.800-61r3.pdf,unsupported,"The evidence supports monitoring and communication, but not operator notification due to low confidence.",generally_supported,"The cited text supports reporting/communication and making device state available to authorized entities, which generally aligns with notifying an operator, but it does not specifically justify notification due to low detector confidence.",remove,The independent checker found no useful support for the action.
CAPTURE_TRAFFIC,1,False,EG-O-0266,ieee-access-0113,True,"['NIST.SP.800-61r3-0055', 'NIST.SP.800-213A-0053', 'RFC8520-0031']",original,Benign,Collect additional evidence before a disruptive decision.,normal activity continuous monitoring avoid unnecessary disruption cybersecurity state logging collect network traffic evidence incident analysis monitoring IoT predicted family Benign proposed action CAPTURE_TRAFFIC observed protocols TCP UDP HTTPS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,escalate,NIST.SP.800-61r3.pdf; NIST.SP.800-213A.pdf; RFC8520.txt,generally_supported,"The excerpts support monitoring and evidence retention, but not specifically capturing traffic.",generally_supported,"The NIST excerpts support monitoring generally, but the RFC excerpt concerns packet-dropping policy, not traffic capture. The evidence does not directly support the concrete action of capturing traffic.",keep,General support is sufficient for this non-disruptive action.
NOTIFY_OPERATOR,2,False,EG-O-0267,ieee-access-0113,True,"['NIST.SP.800-61r3-0055', 'RFC8520-0031', 'NIST.IR.8259A-0022']",original,Benign,Detector confidence is below the validated threshold.,normal activity continuous monitoring avoid unnecessary disruption cybersecurity state logging incident notification response escalation operator IoT predicted family Benign proposed action NOTIFY_OPERATOR observed protocols TCP UDP HTTPS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,escalate,NIST.SP.800-61r3.pdf; RFC8520.txt; NIST.IR.8259A.pdf,unsupported,"The evidence supports monitoring and communication, but not operator notification from low confidence.",unsupported,"The evidence discusses monitoring, device state awareness, and packet-dropping behavior, but does not support notifying an operator.",remove,The independent checker found no useful support for the action.
CAPTURE_TRAFFIC,1,False,EG-O-0268,ieee-access-0114,True,"['ETSI.EN.303.645.V3.1.3-0078', 'ETSI.EN.303.645.V3.1.3-0079', 'NIST.SP.800-61r3-0067']",original,Web,Collect additional evidence before a disruptive decision.,SQL injection invalid data input application layer user interface prevent system manipulation collect network traffic evidence incident analysis monitoring IoT predicted family Web proposed action CAPTURE_TRAFFIC observed protocols TCP UDP HTTPS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP ACK responses TCP ACK flag responses,escalate,ETSI.EN.303.645.V3.1.3.pdf; ETSI.EN.303.645.V3.1.3.pdf; NIST.SP.800-61r3.pdf,generally_supported,"The excerpts support collecting and retaining evidence and capturing telemetry when invalid input is discarded, which generally supports traffic capture before action.",directly_supported,"NIST explicitly supports collecting and retaining incident evidence, directly supporting traffic capture for additional evidence.",keep,General support is sufficient for this non-disruptive action.
