audit_id,predicted_family,action,rationale,cited_evidence,support_label_direct_general_unsupported,action_appropriate_yes_no_unclear,reviewer_note
EVID-0063,DoS,RATE_LIMIT,Reduce load from high-rate UDP traffic consistent with DoS behavior.,"[{""chunk_id"": ""RFC8576-0044"", ""excerpt"": ""protocol cannot be made without tailor-made IoT implementations. 5.1.2. Denial-of-Service Resistance The tight memory and processing constraints of things naturally alleviate resource-exhaustion attacks. Especially in unattended T2T communication, such attacks are difficult to notice before the service becomes unavailable (for example, because of battery or memory exhaustion). As a DoS countermeasure, DTLS, IKEv2, HIP, and Diet HIP implement return routability checks based on a cookie mechanism to delay the establishment of state at the responding host until the address of the initiating host is verified. The effectiveness of these defense..."", ""score"": 0.120832, ""source"": ""docs\\standards\\RFC8576.txt""}, {""chunk_id"": ""RFC8576-0020"", ""excerpt"": ""...on of privilege: An attacker with low privileges can misuse additional flaws in the implemented authentication and authorization mechanisms of a thing to gain more privileged access to the thing and its data. 11. Denial of Service (DoS) attack: Often things have very limited memory and computation capabilities. Therefore, they are vulnerable to resource-exhaustion attack. Attackers can continuously send requests to specific things so as to deplete their resources. This is especially dangerous in the Internet of Things since an attacker might be located in the backend and target resource-constrained devices that are part of a constrained-no"", ""score"": 0.100946, ""source"": ""docs\\standards\\RFC8576.txt""}, {""chunk_id"": ""ETSI.EN.303.645.V3.1.3-0035"", ""excerpt"": ""...credential stuffing\"" or exhaust an entire key-space. It is important that these types of attacks are detected by the consumer IoT device and defended against, whilst guarding against a related threat of \""resource exhaustion\"" and denial of service attacks. 5.2 Implement a means to manage reports of vulnerabilities Manufacturers that provide IoT products have a duty of care to consumers and third parties who can be harmed by their failure to have a CVD programme in place. Additionally, companies that share this information through industry bodies can assist others who can be suffering from the same problem. Disclosures can comprise differ..."", ""score"": 0.103854, ""source"": ""docs\\standards\\ETSI.EN.303.645.V3.1.3.pdf""}]",general,yes,"Passages support DoS resistance, but not specifically traffic rate limiting."
EVID-0099,DoS,RATE_LIMIT,Throttle the anomalously high traffic rate to reduce service degradation risk.,"[{""chunk_id"": ""NIST.IR.8259A-0018"", ""excerpt"": ""...ogical Access to Interfaces: The IoT device can restrict logical access to its local and network interfaces, and the protocols and services used by those interfaces, to authorized entities only. 1. The ability to logically or physically disable any local and network interfaces that are not necessary for the core functionality of the device 2. The ability to logically restrict access to each network interface to only authorized entities (e.g., device authentication, user authentication) 3. Configuration settings for use with the Device Configuration capability including, but not limited to, the ability to enable, disable, and adjust thre..."", ""score"": 0.20251, ""source"": ""docs\\standards\\NIST.IR.8259A.pdf""}, {""chunk_id"": ""NIST.SP.800-213A-0048"", ""excerpt"": ""NIST.SP.800-213A 3. Ability to logically or physically disable any local and network interfaces that are not necessary for the core functionality of the device. 4. Ability to restrict updating actions to authorized entities. 5. Ability to restrict access to the cybersecurity state indicator to authorized entities. 6. Ability to restrict use of IoT device services. 7. Ability to enforce the established local and remote access requirements. 8. Ability to prevent external access to the IoT device management interface. 9. Ability to control the IoT device\u2019s logical interface (e.g., locally or remotely). 10. Ability to change IoT device logical..."", ""score"": 0.107413, ""source"": ""docs\\standards\\NIST.SP.800-213A.pdf""}]",general,yes,"Passages support interface controls, not specifically DoS traffic throttling."
EVID-0014,Mirai,NOTIFY_OPERATOR,Escalate for human review because confidence is just under threshold and device identity is unvalidated.,"[{""chunk_id"": ""NIST.IR.8259A-0018"", ""excerpt"": ""...ogical Access to Interfaces: The IoT device can restrict logical access to its local and network interfaces, and the protocols and services used by those interfaces, to authorized entities only. 1. The ability to logically or physically disable any local and network interfaces that are not necessary for the core functionality of the device 2. The ability to logically restrict access to each network interface to only authorized entities (e.g., device authentication, user authentication) 3. Configuration settings for use with the Device Configuration capability including, but not limited to, the ability to enable, disable, and adjust thre..."", ""score"": 0.216473, ""source"": ""docs\\standards\\NIST.IR.8259A.pdf""}, {""chunk_id"": ""NIST.SP.800-213A-0129"", ""excerpt"": ""customers for how to implement malicious code protection in the IoT device and associated systems, as well as within related systems entry and exit points, and how to detect and eradicate malicious code. b. Providing education to IoT device customers for how to update the IoT device and related systems malicious code protection mechanisms when new releases are available, in accordance with organizational configuration management policy and procedures. c. Providing training and awareness information to IoT device customers that describe newly identified vulnerabilities and threats (such as zero-day malware) for the associated IoT device. d...."", ""score"": 0.2089, ""source"": ""docs\\standards\\NIST.SP.800-213A.pdf""}, {""chunk_id"": ""NIST.SP.800-213A-0048"", ""excerpt"": ""NIST.SP.800-213A 3. Ability to logically or physically disable any local and network interfaces that are not necessary for the core functionality of the device. 4. Ability to restrict updating actions to authorized entities. 5. Ability to restrict access to the cybersecurity state indicator to authorized entities. 6. Ability to restrict use of IoT device services. 7. Ability to enforce the established local and remote access requirements. 8. Ability to prevent external access to the IoT device management interface. 9. Ability to control the IoT device\u2019s logical interface (e.g., locally or remotely). 10. Ability to change IoT device logical..."", ""score"": 0.114819, ""source"": ""docs\\standards\\NIST.SP.800-213A.pdf""}]",general,yes,"Passages support interface and malware controls, not operator notification."
EVID-0023,DDoS,CAPTURE_TRAFFIC,Collect evidence to confirm attack characteristics and refine containment without assuming device identity.,"[{""chunk_id"": ""RFC8576-0012"", ""excerpt"": ""...m goes beyond a specific device or an isolated system, since compromised IoT systems can be misused at scale. For example, they may be used to perform a Distributed Denial of Service (DDoS) attack that limits the availability of other networks and services. The fact that many IoT systems rely on standard IP protocols allows for easier system integration, but this also makes attacks on standard IP protocols widely applicable in other environments. This results in new requirements regarding the implementation of security. The term \""security\"" subsumes a wide range of primitives, protocols, and procedures. For instance, it includes services..."", ""score"": 0.124255, ""source"": ""docs\\standards\\RFC8576.txt""}, {""chunk_id"": ""RFC8576-0021"", ""excerpt"": ""This is especially dangerous in the Internet of Things since an attacker might be located in the backend and target resource-constrained devices that are part of a constrained-node network [RFC7228]. A DoS attack can also be launched by physically jamming the communication channel. Network availability can also be disrupted by flooding the network with a large number of packets. On the other hand, things compromised by attackers can be used to disrupt the operation of other networks or systems by means of a Distributed DoS (DDoS) attack. Garcia-Morchon, et al. Informational [Page 11] RFC 8576 IoT Security April 2019 To deal with the above ..."", ""score"": 0.094757, ""source"": ""docs\\standards\\RFC8576.txt""}, {""chunk_id"": ""RFC8576-0044"", ""excerpt"": ""protocol cannot be made without tailor-made IoT implementations. 5.1.2. Denial-of-Service Resistance The tight memory and processing constraints of things naturally alleviate resource-exhaustion attacks. Especially in unattended T2T communication, such attacks are difficult to notice before the service becomes unavailable (for example, because of battery or memory exhaustion). As a DoS countermeasure, DTLS, IKEv2, HIP, and Diet HIP implement return routability checks based on a cookie mechanism to delay the establishment of state at the responding host until the address of the initiating host is verified. The effectiveness of these defense..."", ""score"": 0.093898, ""source"": ""docs\\standards\\RFC8576.txt""}]",general,yes,"Passages describe DDoS characteristics and risk, not packet capture."
EVID-0043,Web,INCREASE_LOGGING,Collect additional telemetry to validate whether this is benign web traffic or an anomalous pattern.,"[{""chunk_id"": ""ETSI.EN.303.645.V3.1.3-0078"", ""excerpt"": ""...13 Validate input data Provision 5.13-1 Void. Provision 5.13-1A Data input at application layer to the device via user interfaces shall be validated by the device regarding unexpected data input to prevent system manipulations and failures. EXAMPLE 1: Manipulation of the integrated database via SQL injection over a user interface is mitigated via discarding invalid data input. Systems can be subverted by incorrectly formatted data or code transferred across different types of interface. Automated tools such as fuzzers can be used by attackers or testers to exploit potential gaps and weaknesses that emerge as a result of not validating d..."", ""score"": 0.287117, ""source"": ""docs\\standards\\ETSI.EN.303.645.V3.1.3.pdf""}, {""chunk_id"": ""ETSI.EN.303.645.V3.1.3-0079"", ""excerpt"": ""xploit potential gaps and weaknesses that emerge as a result of not validating data. EXAMPLE 2: The consumer IoT device receives data that is not of the expected type, for example executable code rather than user inputted text. The software on the consumer IoT device has been written so that the input is parameterized or \""escaped\"", preventing this code from being run. Provision 5.13-1B Data input at application layer to the device via network interfaces shall be validated by the device regarding unexpected data input to prevent system manipulations and failures. NOTE: This includes network accessible APIs without prior authentication and n..."", ""score"": 0.151327, ""source"": ""docs\\standards\\ETSI.EN.303.645.V3.1.3.pdf""}]",general,yes,"Passages support web-input validation, not increased logging."
EVID-0093,Web,INCREASE_LOGGING,"Increase visibility into the anomalous observed flow profile to confirm whether the behavior is transient, benign, or indicative of malicious web-related activity.","[{""chunk_id"": ""NIST.SP.800-61r3-0055"", ""excerpt"": ""..., find cybersecurity incidents. DE.CM (Continuous Monitoring) Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events High R1: Continuous monitoring for unauthorized activity, deviations from expected activity, and changes in security posture should involve the following types of assets at all times: networks and network services; computing hardware and software, runtime environments, and their data; the physical environment; personnel activity and technology usage; and external service provider activities. C1: Consider using cyber threat information with continuous monitoring to help ident..."", ""score"": 0.235043, ""source"": ""docs\\standards\\NIST.SP.800-61r3.pdf""}, {""chunk_id"": ""NIST.SP.800-213A-0053"", ""excerpt"": ""...uirements that may be necessary: 1. Ability to access information about the IoT device's cybersecurity state and other necessary data. 2. Ability to preserve system state information. (EIM) Event Identification & Monitoring Description: Ability to provide event identification and monitoring capabilities and/or support event identification and monitoring tools interfacing with the device. Discussion: Monitoring for cybersecurity and other adverse events is a component of many organizations\u2019 control set to enable proactive assessment of cybersecurity posture. IoT devices may have to support this kind of monitoring, and the nature of the m..."", ""score"": 0.164379, ""source"": ""docs\\standards\\NIST.SP.800-213A.pdf""}, {""chunk_id"": ""NIST.IR.8259A-0022"", ""excerpt"": ""ITY CORE BASELINE 10 This publication is available free of charge from: https://doi.org/10.6028/NIST.IR.8259A Device Cybersecurity Capability Common Elements Rationale IoT Reference Examples Cybersecurity State Awareness: The IoT device can report on its cybersecurity state and make that information accessible to authorized entities only. 1. The ability to report the device\u2019s cybersecurity state 2. The ability to differentiate between when a device will likely operate as expected from when it may be in a degraded cybersecurity state 3. The ability to restrict access to the state indicator so only authorized entities can view it 4. The abil..."", ""score"": 0.163193, ""source"": ""docs\\standards\\NIST.IR.8259A.pdf""}]",general,yes,"Passages support monitoring, but not specifically increased logging."
EVID-0054,Mirai,INCREASE_LOGGING,Collect additional evidence because device identity is not validated and mitigation is intent-only.,"[{""chunk_id"": ""NIST.IR.8259A-0018"", ""excerpt"": ""...ogical Access to Interfaces: The IoT device can restrict logical access to its local and network interfaces, and the protocols and services used by those interfaces, to authorized entities only. 1. The ability to logically or physically disable any local and network interfaces that are not necessary for the core functionality of the device 2. The ability to logically restrict access to each network interface to only authorized entities (e.g., device authentication, user authentication) 3. Configuration settings for use with the Device Configuration capability including, but not limited to, the ability to enable, disable, and adjust thre..."", ""score"": 0.20251, ""source"": ""docs\\standards\\NIST.IR.8259A.pdf""}, {""chunk_id"": ""NIST.SP.800-213A-0048"", ""excerpt"": ""NIST.SP.800-213A 3. Ability to logically or physically disable any local and network interfaces that are not necessary for the core functionality of the device. 4. Ability to restrict updating actions to authorized entities. 5. Ability to restrict access to the cybersecurity state indicator to authorized entities. 6. Ability to restrict use of IoT device services. 7. Ability to enforce the established local and remote access requirements. 8. Ability to prevent external access to the IoT device management interface. 9. Ability to control the IoT device\u2019s logical interface (e.g., locally or remotely). 10. Ability to change IoT device logical..."", ""score"": 0.107413, ""source"": ""docs\\standards\\NIST.SP.800-213A.pdf""}, {""chunk_id"": ""NIST.SP.800-213A-0129"", ""excerpt"": ""customers for how to implement malicious code protection in the IoT device and associated systems, as well as within related systems entry and exit points, and how to detect and eradicate malicious code. b. Providing education to IoT device customers for how to update the IoT device and related systems malicious code protection mechanisms when new releases are available, in accordance with organizational configuration management policy and procedures. c. Providing training and awareness information to IoT device customers that describe newly identified vulnerabilities and threats (such as zero-day malware) for the associated IoT device. d...."", ""score"": 0.195426, ""source"": ""docs\\standards\\NIST.SP.800-213A.pdf""}]",general,yes,"Passages support interface and malware controls, not increased logging."
EVID-0035,Mirai,RESTRICT_EGRESS,Limit potential botnet propagation and command-and-control communication while preserving essential traffic.,"[{""chunk_id"": ""NIST.IR.8259A-0018"", ""excerpt"": ""...ogical Access to Interfaces: The IoT device can restrict logical access to its local and network interfaces, and the protocols and services used by those interfaces, to authorized entities only. 1. The ability to logically or physically disable any local and network interfaces that are not necessary for the core functionality of the device 2. The ability to logically restrict access to each network interface to only authorized entities (e.g., device authentication, user authentication) 3. Configuration settings for use with the Device Configuration capability including, but not limited to, the ability to enable, disable, and adjust thre..."", ""score"": 0.216473, ""source"": ""docs\\standards\\NIST.IR.8259A.pdf""}, {""chunk_id"": ""NIST.SP.800-213A-0048"", ""excerpt"": ""NIST.SP.800-213A 3. Ability to logically or physically disable any local and network interfaces that are not necessary for the core functionality of the device. 4. Ability to restrict updating actions to authorized entities. 5. Ability to restrict access to the cybersecurity state indicator to authorized entities. 6. Ability to restrict use of IoT device services. 7. Ability to enforce the established local and remote access requirements. 8. Ability to prevent external access to the IoT device management interface. 9. Ability to control the IoT device\u2019s logical interface (e.g., locally or remotely). 10. Ability to change IoT device logical..."", ""score"": 0.114819, ""source"": ""docs\\standards\\NIST.SP.800-213A.pdf""}, {""chunk_id"": ""NIST.SP.800-213A-0129"", ""excerpt"": ""customers for how to implement malicious code protection in the IoT device and associated systems, as well as within related systems entry and exit points, and how to detect and eradicate malicious code. b. Providing education to IoT device customers for how to update the IoT device and related systems malicious code protection mechanisms when new releases are available, in accordance with organizational configuration management policy and procedures. c. Providing training and awareness information to IoT device customers that describe newly identified vulnerabilities and threats (such as zero-day malware) for the associated IoT device. d...."", ""score"": 0.2089, ""source"": ""docs\\standards\\NIST.SP.800-213A.pdf""}]",general,yes,"Passages support interface and malware controls, not outbound egress restriction."
EVID-0092,Mirai,CAPTURE_TRAFFIC,"Collects evidence to confirm whether this is Mirai-like scanning, propagation, or another abusive pattern.","[{""chunk_id"": ""NIST.SP.800-61r3-0055"", ""excerpt"": ""... and, in turn, find cybersecurity incidents. DE.CM (Continuous Monitoring) Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events High R1: Continuous monitoring for unauthorized activity, deviations from expected activity, and changes in security posture should involve the following types of assets at all times: networks and network services; computing hardware and software, runtime environments, and their data; the physical environment; personnel activity and technology usage; and external service provider activities. C1: Consider using cyber threat information with continuous monitoring ..."", ""score"": 0.246995, ""source"": ""docs\\standards\\NIST.SP.800-61r3.pdf""}, {""chunk_id"": ""NIST.SP.800-61r3-0056"", ""excerpt"": ""...sful and failed access attempts into all controlled areas, the movement of people and equipment into and out of secure areas of facilities, and signs of tampering with physical access controls. DE.CM-03 Personnel activity and technology usage are monitored to find potentially adverse events High R1: Monitoring personnel activity and technology usage should include anomalous user activity or unusual patterns of activity, authentication and logical access attempts, and the use of deception technology. DE.CM-06 External service provider activities and services are monitored to find potentially adverse events High R1: Monitoring external se..."", ""score"": 0.071032, ""source"": ""docs\\standards\\NIST.SP.800-61r3.pdf""}, {""chunk_id"": ""NIST.SP.800-213-0058"", ""excerpt"": ""...rest of a system might. For example, IoT devices with a short lifespan, limited functionality, or limited accessibility may not be subject to some threat sources (e.g., attackers aiming to do medium- to long-term reconnaissance) or some events (e.g., those that require extended, consistent network access). IoT devices will often have many of the same threat sources and events as the existing information system. There may be a set of unique IoT device threat sources and events as well as some information system threat sources and events that do not apply to the IoT device. In this sense, there are two classes when comparing threat source..."", ""score"": 0.080442, ""source"": ""docs\\standards\\NIST.SP.800-213.pdf""}]",general,yes,"Passages support monitoring and threat assessment, not packet capture."
EVID-0024,Recon,CAPTURE_TRAFFIC,Preserve packet evidence for operator review and correlate the alert with any repeated probing behavior.,"[{""chunk_id"": ""NIST.SP.800-61r3-0055"", ""excerpt"": ""... and, in turn, find cybersecurity incidents. DE.CM (Continuous Monitoring) Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events High R1: Continuous monitoring for unauthorized activity, deviations from expected activity, and changes in security posture should involve the following types of assets at all times: networks and network services; computing hardware and software, runtime environments, and their data; the physical environment; personnel activity and technology usage; and external service provider activities. C1: Consider using cyber threat information with continuous monitoring ..."", ""score"": 0.221032, ""source"": ""docs\\standards\\NIST.SP.800-61r3.pdf""}, {""chunk_id"": ""NIST.SP.800-213-0058"", ""excerpt"": ""...rest of a system might. For example, IoT devices with a short lifespan, limited functionality, or limited accessibility may not be subject to some threat sources (e.g., attackers aiming to do medium- to long-term reconnaissance) or some events (e.g., those that require extended, consistent network access). IoT devices will often have many of the same threat sources and events as the existing information system. There may be a set of unique IoT device threat sources and events as well as some information system threat sources and events that do not apply to the IoT device. In this sense, there are two classes when comparing threat source..."", ""score"": 0.073442, ""source"": ""docs\\standards\\NIST.SP.800-213.pdf""}, {""chunk_id"": ""NIST.SP.800-213A-0080"", ""excerpt"": ""...tructions for obtaining that information. NIST SP 800-213A GUIDANCE FOR THE FEDERAL GOVERNMENT IOT DEVICE CYBERSECURITY REQUIREMENT CATALOG DO - DOCUMENTATION 45 This publication is available free of charge from: https://doi.org/10.6028/NIST.SP.800-213A b. Providing documentation describing the types of monitoring tools with which the IoT device is compatible, and recommendations for how to configure the IoT device to best work with such monitoring tools. 8. Establish communications describing how the IoT device cybersecurity event data is protected from unauthorized access, modification, and deletion. Information that may be necessary ..."", ""score"": 0.064817, ""source"": ""docs\\standards\\NIST.SP.800-213A.pdf""}]",general,yes,"Passages support monitoring and recon awareness, not packet capture."
EVID-0085,Benign,MONITOR,Matches the detector routing decision and avoids unnecessary disruption for a benign-leaning profile.,"[{""chunk_id"": ""ETSI.EN.303.645.V3.1.3-0034"", ""excerpt"": ""device shall provide to the user or an administrator a simple mechanism to change the authentication value used. EXAMPLE 3: For biometric authentication values the device manufacturer allows this change in authentication value through retraining against a new biometric. EXAMPLE 4: A parent in a household creates an account on the consumer IoT device for their child and selects and manages the PIN or password that the child uses. The parent is an administrator on the consumer IoT device and can restrict the child from changing the PIN or password. EXAMPLE 5: To make it simple for the user to change a password, the manufacturer designs the p..."", ""score"": 0.147426, ""source"": ""docs\\standards\\ETSI.EN.303.645.V3.1.3.pdf""}, {""chunk_id"": ""ETSI.EN.303.645.V3.1.3-0060"", ""excerpt"": ""...e technology, risk and usage. Provision 5.5-7 The consumer IoT device shall protect the confidentiality of critical security parameters that are communicated via remotely accessible network interfaces. ETSI ETSI EN 303 645 V3.1.3 (2024-09) 22 Many different methods exist for enrolment and authentication. Some authentication values are provided by out-of-band authentication mechanisms, such as a QR code, and some are human-readable, such as a password. Where an authentication mechanism uses unique values per authentication attempt (e.g. in a challenge-response mechanism or when using one time passwords as a second factor), the response is n"", ""score"": 0.115056, ""source"": ""docs\\standards\\ETSI.EN.303.645.V3.1.3.pdf""}, {""chunk_id"": ""NIST.IR.8259A-0018"", ""excerpt"": ""...ble any local and network interfaces that are not necessary for the core functionality of the device 2. The ability to logically restrict access to each network interface to only authorized entities (e.g., device authentication, user authentication) 3. Configuration settings for use with the Device Configuration capability including, but not limited to, the ability to enable, disable, and adjust thresholds for any ability the device might have to lock or disable an account or to delay additional authentication attempts after too many failed authentication attempts \u2022 This capability supports vulnerability management, access management, d..."", ""score"": 0.103557, ""source"": ""docs\\standards\\NIST.IR.8259A.pdf""}]",unsupported,yes,Authentication and interface-control passages do not justify monitoring a benign profile.
EVID-0034,Benign,INCREASE_LOGGING,Low-confidence alert warrants better telemetry to distinguish benign background activity from emerging misuse.,"[{""chunk_id"": ""NIST.SP.800-61r3-0055"", ""excerpt"": ""..., find cybersecurity incidents. DE.CM (Continuous Monitoring) Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events High R1: Continuous monitoring for unauthorized activity, deviations from expected activity, and changes in security posture should involve the following types of assets at all times: networks and network services; computing hardware and software, runtime environments, and their data; the physical environment; personnel activity and technology usage; and external service provider activities. C1: Consider using cyber threat information with continuous monitoring to help ident..."", ""score"": 0.23376, ""source"": ""docs\\standards\\NIST.SP.800-61r3.pdf""}, {""chunk_id"": ""NIST.IR.8259A-0022"", ""excerpt"": ""ITY CORE BASELINE 10 This publication is available free of charge from: https://doi.org/10.6028/NIST.IR.8259A Device Cybersecurity Capability Common Elements Rationale IoT Reference Examples Cybersecurity State Awareness: The IoT device can report on its cybersecurity state and make that information accessible to authorized entities only. 1. The ability to report the device\u2019s cybersecurity state 2. The ability to differentiate between when a device will likely operate as expected from when it may be in a degraded cybersecurity state 3. The ability to restrict access to the state indicator so only authorized entities can view it 4. The abil..."", ""score"": 0.164582, ""source"": ""docs\\standards\\NIST.IR.8259A.pdf""}, {""chunk_id"": ""NIST.SP.800-213A-0053"", ""excerpt"": ""...uirements that may be necessary: 1. Ability to access information about the IoT device's cybersecurity state and other necessary data. 2. Ability to preserve system state information. (EIM) Event Identification & Monitoring Description: Ability to provide event identification and monitoring capabilities and/or support event identification and monitoring tools interfacing with the device. Discussion: Monitoring for cybersecurity and other adverse events is a component of many organizations\u2019 control set to enable proactive assessment of cybersecurity posture. IoT devices may have to support this kind of monitoring, and the nature of the m..."", ""score"": 0.163482, ""source"": ""docs\\standards\\NIST.SP.800-213A.pdf""}]",general,yes,"Passages support monitoring, but not specifically increased logging."
EVID-0039,BruteForce,INCREASE_LOGGING,Increase visibility to confirm whether repeated login or session-establishment failures are occurring.,"[{""chunk_id"": ""ETSI.EN.303.645.V3.1.3-0034"", ""excerpt"": ""device shall provide to the user or an administrator a simple mechanism to change the authentication value used. EXAMPLE 3: For biometric authentication values the device manufacturer allows this change in authentication value through retraining against a new biometric. EXAMPLE 4: A parent in a household creates an account on the consumer IoT device for their child and selects and manages the PIN or password that the child uses. The parent is an administrator on the consumer IoT device and can restrict the child from changing the PIN or password. EXAMPLE 5: To make it simple for the user to change a password, the manufacturer designs the p..."", ""score"": 0.147426, ""source"": ""docs\\standards\\ETSI.EN.303.645.V3.1.3.pdf""}, {""chunk_id"": ""NIST.IR.8259A-0018"", ""excerpt"": ""...ble any local and network interfaces that are not necessary for the core functionality of the device 2. The ability to logically restrict access to each network interface to only authorized entities (e.g., device authentication, user authentication) 3. Configuration settings for use with the Device Configuration capability including, but not limited to, the ability to enable, disable, and adjust thresholds for any ability the device might have to lock or disable an account or to delay additional authentication attempts after too many failed authentication attempts \u2022 This capability supports vulnerability management, access management, d..."", ""score"": 0.103557, ""source"": ""docs\\standards\\NIST.IR.8259A.pdf""}]",general,yes,"Passages support authentication controls and delayed failed attempts, not increased logging."
EVID-0072,DDoS,INCREASE_LOGGING,"Confidence is slightly below the threshold and the alert lacks a validated device identifier, so enhanced telemetry is the safest first step.","[{""chunk_id"": ""RFC8576-0044"", ""excerpt"": ""protocol cannot be made without tailor-made IoT implementations. 5.1.2. Denial-of-Service Resistance The tight memory and processing constraints of things naturally alleviate resource-exhaustion attacks. Especially in unattended T2T communication, such attacks are difficult to notice before the service becomes unavailable (for example, because of battery or memory exhaustion). As a DoS countermeasure, DTLS, IKEv2, HIP, and Diet HIP implement return routability checks based on a cookie mechanism to delay the establishment of state at the responding host until the address of the initiating host is verified. The effectiveness of these defense..."", ""score"": 0.131244, ""source"": ""docs\\standards\\RFC8576.txt""}, {""chunk_id"": ""ETSI.EN.303.645.V3.1.3-0035"", ""excerpt"": ""...credential stuffing\"" or exhaust an entire key-space. It is important that these types of attacks are detected by the consumer IoT device and defended against, whilst guarding against a related threat of \""resource exhaustion\"" and denial of service attacks. 5.2 Implement a means to manage reports of vulnerabilities Manufacturers that provide IoT products have a duty of care to consumers and third parties who can be harmed by their failure to have a CVD programme in place. Additionally, companies that share this information through industry bodies can assist others who can be suffering from the same problem. Disclosures can comprise differ..."", ""score"": 0.112804, ""source"": ""docs\\standards\\ETSI.EN.303.645.V3.1.3.pdf""}, {""chunk_id"": ""RFC8576-0020"", ""excerpt"": ""...on of privilege: An attacker with low privileges can misuse additional flaws in the implemented authentication and authorization mechanisms of a thing to gain more privileged access to the thing and its data. 11. Denial of Service (DoS) attack: Often things have very limited memory and computation capabilities. Therefore, they are vulnerable to resource-exhaustion attack. Attackers can continuously send requests to specific things so as to deplete their resources. This is especially dangerous in the Internet of Things since an attacker might be located in the backend and target resource-constrained devices that are part of a constrained-no"", ""score"": 0.109645, ""source"": ""docs\\standards\\RFC8576.txt""}]",general,yes,"Passages describe DoS detection and risk, not increased logging."
EVID-0126,DDoS,CAPTURE_TRAFFIC,"Preserve evidence for analysis of UDP payload patterns, source dispersion, and flood characteristics.","[{""chunk_id"": ""RFC8576-0044"", ""excerpt"": ""protocol cannot be made without tailor-made IoT implementations. 5.1.2. Denial-of-Service Resistance The tight memory and processing constraints of things naturally alleviate resource-exhaustion attacks. Especially in unattended T2T communication, such attacks are difficult to notice before the service becomes unavailable (for example, because of battery or memory exhaustion). As a DoS countermeasure, DTLS, IKEv2, HIP, and Diet HIP implement return routability checks based on a cookie mechanism to delay the establishment of state at the responding host until the address of the initiating host is verified. The effectiveness of these defense..."", ""score"": 0.120832, ""source"": ""docs\\standards\\RFC8576.txt""}, {""chunk_id"": ""ETSI.EN.303.645.V3.1.3-0035"", ""excerpt"": ""...credential stuffing\"" or exhaust an entire key-space. It is important that these types of attacks are detected by the consumer IoT device and defended against, whilst guarding against a related threat of \""resource exhaustion\"" and denial of service attacks. 5.2 Implement a means to manage reports of vulnerabilities Manufacturers that provide IoT products have a duty of care to consumers and third parties who can be harmed by their failure to have a CVD programme in place. Additionally, companies that share this information through industry bodies can assist others who can be suffering from the same problem. Disclosures can comprise differ..."", ""score"": 0.103854, ""source"": ""docs\\standards\\ETSI.EN.303.645.V3.1.3.pdf""}, {""chunk_id"": ""RFC8576-0020"", ""excerpt"": ""...on of privilege: An attacker with low privileges can misuse additional flaws in the implemented authentication and authorization mechanisms of a thing to gain more privileged access to the thing and its data. 11. Denial of Service (DoS) attack: Often things have very limited memory and computation capabilities. Therefore, they are vulnerable to resource-exhaustion attack. Attackers can continuously send requests to specific things so as to deplete their resources. This is especially dangerous in the Internet of Things since an attacker might be located in the backend and target resource-constrained devices that are part of a constrained-no"", ""score"": 0.100946, ""source"": ""docs\\standards\\RFC8576.txt""}]",general,yes,"Passages describe DoS detection and risk, not packet capture."
EVID-0118,Benign,INCREASE_LOGGING,Collect more detail to validate the benign assessment and detect any emerging abnormal pattern.,"[{""chunk_id"": ""ETSI.EN.303.645.V3.1.3-0034"", ""excerpt"": ""device shall provide to the user or an administrator a simple mechanism to change the authentication value used. EXAMPLE 3: For biometric authentication values the device manufacturer allows this change in authentication value through retraining against a new biometric. EXAMPLE 4: A parent in a household creates an account on the consumer IoT device for their child and selects and manages the PIN or password that the child uses. The parent is an administrator on the consumer IoT device and can restrict the child from changing the PIN or password. EXAMPLE 5: To make it simple for the user to change a password, the manufacturer designs the p..."", ""score"": 0.147426, ""source"": ""docs\\standards\\ETSI.EN.303.645.V3.1.3.pdf""}, {""chunk_id"": ""ETSI.EN.303.645.V3.1.3-0060"", ""excerpt"": ""...e technology, risk and usage. Provision 5.5-7 The consumer IoT device shall protect the confidentiality of critical security parameters that are communicated via remotely accessible network interfaces. ETSI ETSI EN 303 645 V3.1.3 (2024-09) 22 Many different methods exist for enrolment and authentication. Some authentication values are provided by out-of-band authentication mechanisms, such as a QR code, and some are human-readable, such as a password. Where an authentication mechanism uses unique values per authentication attempt (e.g. in a challenge-response mechanism or when using one time passwords as a second factor), the response is n"", ""score"": 0.115056, ""source"": ""docs\\standards\\ETSI.EN.303.645.V3.1.3.pdf""}, {""chunk_id"": ""NIST.IR.8259A-0018"", ""excerpt"": ""...ble any local and network interfaces that are not necessary for the core functionality of the device 2. The ability to logically restrict access to each network interface to only authorized entities (e.g., device authentication, user authentication) 3. Configuration settings for use with the Device Configuration capability including, but not limited to, the ability to enable, disable, and adjust thresholds for any ability the device might have to lock or disable an account or to delay additional authentication attempts after too many failed authentication attempts \u2022 This capability supports vulnerability management, access management, d..."", ""score"": 0.103557, ""source"": ""docs\\standards\\NIST.IR.8259A.pdf""}]",unsupported,yes,Authentication and interface-control passages do not justify increased logging for a benign alert.
